INC;Código;Descrição;Quantidade;Valor Total LÌquido;% Lucratividade;Lucro;
F;117843;IOGURTE LIGHT GREGO MARACUJA BDJ 360G ;3;41,97;25,89;10,86;
F;19302;FARINHA AVEIA INT QUAKER 165G ;3;16,47;25,87;4,26;
F;12026;LING CUIABANA SEARA GOURM 500G ;3;80,97;25,79;20,88;
T;13167;ACTIMEL MORANGO LT FERM 100G;3;13,47;25,77;3,47;
F;113832;CHA LEAO FUZE CHA PTO NAT 16G ;3;8,97;25,75;2,31;
F;11031;TESOURA ACRILEX ESCOLAR ;3;32,97;25,73;8,48;
F;20865;SAND HAVAIANA BABY 22 ;3;74,97;25,73;19,29;
T;120027;PRESERV BLOWTEX ZERO 3UN ;3;28,47;25,65;7,3;
F;25285;AJI-NO-MOTO SACO 200G ;3;37,47;25,65;9,61;
T;21889;DEO CL PHYTO SEXI GIRL 200ML ;3;65,97;25,65;16,92;
T;21888;DEO COL PHYTO FEM SPLASH 200ML ;3;65,97;25,65;16,92;
F;25343;SAB GESSY LAVANDA 80G ;3;8,97;25,62;2,3;
F;100449;TEMP DUBOM ALFAZEMA 10G ;3;7,47;25,53;1,91;
T;25470;SABAO BARRA YPE NEUT 900G ;3;35,97;25,47;9,16;
T;23444;SAB LIQ REXONA MULTIVITAMINAS REF 200ML ;3;25,47;25,44;6,48;
T;18350;COL MURIEL BABY MENINA 150ML ;3;47,97;25,39;12,18;
F;21796;SUCO UVA LAFRUIT 350ML ;3;11,97;25,36;3,04;
F;101585;ENERG TNT ZER 269ML ;3;23,97;25,33;6,07;
T;11684;PASSA ROUPA MON BIJOU HARM 500ML ;3;20,97;25,32;5,31;
F;10542;CHA LEAO FUNCIONAIS RECARREGA ;3;31,17;25,24;7,87;
F;24998;IOG MGO FREEZE CHAMBINHO BD (160G) ;3;26,97;25,24;6,81;
T;23139;IOG LIQ BAUNILHA MOLICO 850G ;3;49,47;25,23;12,48;
F;20641;BOLA PENALTY VOLEI LJ/AZ ;3;479,97;25,22;121,06;
T;120306;SABAO LIQ OMO MULTIACAO LAV 3L ;3;143,97;25,2;36,28;
F;25645;BARRA CEREAL SAO BRAS BANANA LIGHT 25G ;3;16,47;25,18;4,15;
T;101304;AVEIA QUAKER FLOCOS FINOS LT 450G ;3;49,47;25,17;12,45;
T;25149;GRANOLA TRADICIONAL DAMAGRINHA 250G ;3;35,97;25,13;9,04;
T;24845;SAND IPANEMA BRASIL FEM AD AJ565 BGE/OUR ;3;113,97;25,05;28,55;
T;19210;DR GIOVANNA BABY 50ML POWER ;3;20,97;25,04;5,25;
F;19203;DESOD GIOVANNA BABY CLASSIC BLUE 50ML ;3;20,97;25,04;5,25;
T;20718;BISC CREAM CRACKER GERGELIM 350G ;3;26,37;25,03;6,6;
T;13319;TINTURA MAXTON MARROM ACIZ 6.81;3;29,97;25,03;7,5;
F;23993;DEO COL S DA NAT FRUTAS VERM 300ML ;3;45;25;11,25;
T;22295;PROT SOLAR NIVEA FPS50 SUN 200ML ;3;209,97;25;52,49;
F;23073;SAND HAV BRASIL AZ NAVAL 39/40 ;3;101,97;24,97;25,47;
T;12885;COND DOVE OLEO MICELAR 200ML ;3;44,07;24,96;11;
T;21905;NESCAFE TRADICAO FCO 160G ;3;71,97;24,94;17,95;
T;102698;ENX BUCAL CEPACOL ORIG 250ML ;3;32,97;24,92;8,21;
T;124016;ENX BUCAL SENSODYNE COOL MINT 250ML ;3;53,97;24,9;13,44;
T;118867;CR PENT SEDA BAB+OLEOS 300ML ;3;34,47;24,89;8,58;
T;122531;DESD ROLL TABU S/ALC 50ML ;3;18,57;24,88;4,62;
T;10833;LIMP PERFUM LIMPOL DREAMING 500ML ;3;16,77;24,85;4,17;
T;10029;DESODORANTE BIOCARE 90ML CAFE ;3;12,27;24,85;3,05;
F;12552;VINHO CYT RESERVADO MERLOT 750ML ;3;140,97;24,78;34,93;
T;12549;VINHO CYT RESERVADO CAB SAUV 750ML ;3;140,97;24,78;34,93;
T;19718;CONHAQUE DE ALC DUBAR 05 ESTRELA 900ML ;3;65,97;24,74;16,32;
T;14178;SAB JOHNSONS AMENDOAS 80G ;3;8,97;24,53;2,2;
T;11886;SHA PALMOLIVE KIDS MINIONS 350ML ;3;68,97;24,42;16,84;
T;102126;FRALDA DESC MAMYPOKO CAL P 24UND ;3;104,97;24,41;25,62;
F;24645;AVEIA FLOCOS FINOS ALLNUTRI 170G ;3;11,37;24,3;2,76;
F;10420;CAFE CAPP 3C CLAS PT 400G ;3;65,97;24,27;16,01;
T;25753;ESM IMP GLIT VIV AME BRL 3D MIRA ;3;14,97;24,19;3,62;
F;18187;AZEITE DE DENDE DUBOM 100ML ;3;8,07;24,18;1,95;
F;122835;CACHACA CABARE PRATA 700ML ;3;116,7;24,17;28,21;
F;107102;RACAO PEDIGREE P/CAO ADULTO CAR LT 280G ;3;33,97;23,98;8,15;
T;18506;LIMP SANIT HARP CLORO FORTE 200ML ;3;16,47;23,75;3,91;
F;18507;LIMP SANIT HARP CLORO FORTE 500ML ;3;26,97;23,62;6,37;
T;22606;RA«AO KDENGO TRAD AD CARNE 15KG ;3;494,97;23,6;116,82;
T;122695;PROT SOL SUNDOWN PRAIA/PISC FPS70 120ML ;3;230,97;23,6;54,51;
T;21519;SAND HAV SLIM GLITTER II RS 37/38 ;3;174,97;23,58;41,27;
T;21236;COND GOTA DOUR MATIZ 3D SUP BLACK 300ML ;3;64,42;23,44;15,1;
T;102254;SHA PALMOLIVE NUT LISS 350ML ;3;26,97;23,36;6,3;
T;122317;SHA PALMOLIVE CACH LIV 350ML ;3;26,97;23,36;6,3;
T;19865;PRESERV RILEX LEITE COND C/3UN ;3;5,97;23,32;1,39;
T;22498;DISQUETI OVINHO DE CHOC 90G ;3;29,97;23,23;6,96;
T;24840;SAND IP EASY PRIN AH607 AZL/AZL ;3;83,97;23,13;19,42;
T;21702;FRALDA POM POM CLAS JB XXG ;3;53,97;22,98;12,4;
F;114515;SHA ELSEVE ANTIC HID DETOX 200ML ;3;35,97;22,97;8,26;
T;11761;CR PENT DABELLE COCO PODEROSO 270G ;3;29,97;22,89;6,86;
F;12433;SORVETE 2L CUPUACU TOYA ;3;83,79;22,86;19,15;
T;21594;VINHO FRISANTE ROSE 269ML ;3;56,97;22,64;12,9;
F;25804;MARGARINA COM SAL DELICIA 250G ;3;16,47;22,59;3,72;
F;117019;CHOC PO GAROTO 100% CACAU CX 200G ;3;65,97;22,51;14,85;
T;19266;DEO ROLLON MONANGE HIDRATACAO INTEN 60ML ;3;19,47;22,5;4,38;
F;20555;ESC DENT J&J TEK DURA ;3;14,97;22,49;3,37;
F;19322;ACTIVIA CAFE MANHA QUINOA/FTAS 170G ;3;20,97;22,46;4,71;
T;121185;TINT MAXTON LOURO PLAT CZA SUP INT 12.111 ;3;31,97;22,33;7,14;
T;114507;LIMP PES PATO 5EM1 NAT 500ML ;3;32,97;22,24;7,33;
F;21930;BISC TORTUG WAFER MOR 85G ;3;5,97;22,11;1,32;
T;23330;PEDRA POMES RASKALO ANATOMIC ;3;5,97;22,11;1,32;
F;100387;MOLHO TOM POMAROLA BOL SCH 300G ;3;11,97;21,9;2,62;
T;25787;CERV PETRA PURO MALTE LN 330ML ;3;14,37;21,71;3,12;
T;104144;SORV KIBON TENTACAO 1,5L ;3;77,07;21,69;16,72;
T;123829;COQ CHICOTE MOR 500ML ;3;14,97;21,64;3,24;
T;15607;ESCOVA P/ BANHO CONDOR ;3;47,97;21,54;10,33;
F;107790;TINT MAXTON LOURA PLAT 12.11 ;3;33,77;21,53;7,27;
T;18091;TINT MAXTON PRAT CHOCOL ACOB 5.74 ;3;33,77;21,53;7,27;
F;15553;CR TRAT ELSEVE REP TOTAL 5 EXT PROF 300G ;3;50,97;21,48;10,95;
F;16096;MINI COLOMBA BAUDUC CHO 100G ;3;37,97;21,39;8,12;
F;14239;BEB LACTEA DANONE YOPRO BANANA 250ML;3;31,47;21,35;6,72;
T;20551;SALADA GOMES DA COSTA C/ ATUM ERVILHA/CENOU 150G ;3;24,37;21,28;5,19;
T;102112;TOALHAS UMED JOHNSONS RECEM NASC 48UN ;3;49,47;21,18;10,48;
T;15686;ENX BUCAL LISTERINE ANTIC ZRO 250ML ;3;58,57;21,11;12,37;
T;22625;DIFUSOR GLADE LAVANDA 100ML ;3;50,97;20,99;10,7;
T;11221;ANIL IMPERIAL COLMAN LIQ 200ML ;3;65,97;20,95;13,82;
T;18320;JURUPINGA DINALLE 975ML ;3;119,97;20,86;25,02;
T;23658;ENX BUCAL ORAL B MENT 100% 500ML;3;50,97;20,79;10,6;
T;110807;OLEO MAZOLA GIRASSOL 900ML ;3;89,97;20,75;18,67;
T;18760;QUEIJO MUSS FAT SANTA NITTA 450G ;3;77,97;20,74;16,17;
F;23124;BOLA CAN PEDAGOGICA VINIL ;3;17,97;20,73;3,73;
F;25207;LTE FERM ACTIVIA CAFE MANHA AMARANTO/MAM 170G ;3;20,97;20,38;4,27;
F;117826;DESINF PATO GEL MAR 750ML ;3;38,97;20,05;7,81;
T;17396;COBERTURA DE CARAMELO SO FRUTA 200G ;3;15,57;20,04;3,12;
T;25777;CAFE TM SC EF VAC 250G ;3;28,47;20,02;5,7;
T;13359;SAND HAVAIANA POWER 2.0 MAR 41/42;3;158,97;20;31,8;
T;107536;SHA TRA LA LA BRILH PROT 480ML ;3;44,97;19,99;8,99;
F;110938;TINT MAXTON CAST NAT 4.0 ;3;33,97;19,96;6,78;
F;25674;SAND HAVAIANA BRASIL BRANCA 37/38;3;95,97;19,84;19,04;
T;15566;SUPLEMENTO CAP NIELY GOLD CAFEINA 800G ;3;59,97;19,69;11,81;
F;116185;ENX BUCAL LISTERINE ZERO CUI TOT 250ML ;3;65,97;19,55;12,9;
T;115383;MOSTARDA HEINZ AMA FP 255G ;3;47,97;19,49;9,35;
T;18266;PIZZA SEARA LOMBO COM CATUPIRY 460G ;3;53,97;19,18;10,35;
F;102343;COND TURMA DA XUXINHA SUAV 120ML ;3;29,97;18,92;5,67;
T;15741;COND DOVE HIDRA LISO 400ML ;3;65,67;18,46;12,12;
F;14473;CAFE CAPP 3C CLAS REF 100G ;3;23,97;18,37;4,4;
F;110949;TINT MAXTON PTO NAT 2.0 ;3;35,97;17,85;6,42;
T;118866;TINT MAXTON PTO INT 1.11 ;3;35,97;17,85;6,42;
F;22268;SAND HAV KIDS FLORES PINK LEMONADE 35/6 ;3;80,97;17,82;14,43;
F;22620;PURIFIC AR GLADE AUTO SPORT 7ML ;3;113,97;17,29;19,71;
F;20063;SAND HAVAIANAS SLIM DISNEY AZUL 35/36 ;3;109,97;16,92;18,6;
F;23394;DEFRIZANTE KERABRASIL KERATHERMO 200ML ;3;35,97;16,85;6,06;
T;17056;COND BALSAMO H FLY BABOSA DA AMAZ 275ML ;3;45,03;16,59;7,47;
T;10236;CHA MATE CAMPILAR 15G ;3;4,87;16,58;0,81;
F;20179;VODKA ABSOLUT NATURAL 750ML ;3;329,97;16,5;54,45;
F;14782;WHISKY JW BLACK LABEL 750ML ;3;437,97;16,22;71,03;
T;10233;CHA CAMOMILA CAMPILAR 10G ;3;8,67;16,01;1,39;
T;23915;CR PRNT SALON L SOS OL MANGA 300ML;3;45,49;15,92;7,24;
T;19159;MITTO SUCO DE MARACUJA 1000 ML ;3;56,97;15,8;9;
F;16573;MASC FACIAL GARNIER ROMA REVITALIZANTE ;3;38,97;15,73;6,13;
T;23909;CR HID H FLY SUMO BABOSA 1KG;3;50,79;14,94;7,59;
T;23908;CR HID H FLY OL DE COCO 1KG;3;50,79;14,94;7,59;
T;23906;CR HID H FLY CACHOS 1KG;3;50,79;14,94;7,59;
T;21071;FRALDA SCOOBY DOO SHORT JUMBINHO XXG 14U ;3;82,47;14,88;12,27;
T;17064;COND S LINE SOS CACH 300ML;3;57,89;14,75;8,54;
T;17058;SH H FLY BABOSA DA AMAZ 275ML ;3;44,03;14,69;6,47;
F;23775;MASC S LINE SOS BOMBA VITAMINA 500G ;3;63,19;14,07;8,89;
F;13174;CHEIRO VERDE POTE ;3;8,97;13,04;1,17;
F;12736;CR TRAT PANTENE BAMBU 270ML ;3;77,97;12,42;9,68;
F;109875;SHA GRANADO BEBE ERV DOC 250ML ;3;56,17;12,33;6,92;
T;116701;RACAO PEDIGREE P/CAO FILHO 10,1KG ;3;503,99;12,2;61,49;
F;18252;SONHO GOURMET UN ;3;13,47;11,14;1,5;
F;22621;PURIFIC AR GLADE AUTO SPORT 7ML ;3;110,97;10,81;12;
T;116699;RACAO PEDIGREE P/CAO ADULTO CAR/FGO/CER 10,1KG ;3;433,97;8,94;38,81;
T;17996;LOCAO CORP J&J DAILY BALANCE 400ML ;3;50,97;8,79;4,48;
T;17464;GELEIA DAMASCO LINEA 230G ;3;32,97;7,83;2,58;
T;121004;MOLHO PIM DO VELINHO DEDO DE MOC 270ML ;3;50,97;6,65;3,39;
T;123798;BOTA PEGA FORTE PTO/AMA N43 ;3;119,97;2,18;2,61;
F;118000;FARINHA DE ROSCA BROTHERS ESP CROC 200G ;3;18,27;0,9;0,16;
T;17067;MASC H FLY BABOSA DA AMAZ 250G ;3;44,4;0;0;
T;17059;CR PENT H FLY BABOSA DA AMAZ 300GR ;3;30,75;0;0;
T;17052;CR PENT H FLY OL DE CAFE 300ML ;3;32,1;0;0;
T;21237;COND GOTA DOUR MATIZ 3D VERM 300ML ;3;49,32;0;0;
T;24041;SHA H FLY OL DE RICINO 275ML ;3;37,56;0;0;
T;24040;SHA H FLY DISCIPLIN OL ABACATE 275ML ;3;37,56;0;0;
T;24026;MASC S LINE SOS CACH AC HIALUR 500G ;3;55,8;0;0;
T;24017;MASC H FLY OL DE RICINO 250GR ;3;44,4;0;0;
T;24016;MASC H FLY DISCIPLIN OL ABACATE 250G ;3;44,4;0;0;
T;23985;CR PENT S LINE SOS COLAGENO 300ML ;3;45,66;0;0;
T;23982;CR PENT H FLY OL DE RICINO 300ML ;3;30,75;0;0;
T;23981;CR PENT H FLY OL DE ABACATE 300ML ;3;32,1;0;0;
T;23920;SHA SALON LINE SOS COLAGENO 300ML;3;46,59;0;0;
T;23918;SHA SALON LINE SOS CACH AC HIALUR 300ML;3;46,59;0;0;
T;23917;SHA SALON LINE SOS AZ DE OLIVA 300ML;3;46,59;0;0;
T;23907;CR HID H FLY OL RICINO 1KG;3;43,2;0;0;
T;23905;CR HID H FLY ARGAN 1KG;3;43,2;0;0;
T;23898;COND S LINE SOS COLAGENO 300ML;3;49,35;0;0;
T;23895;COND S LINE SOS CACH AZ DE OLIVA 300ML;3;49,35;0;0;
T;23894;COND S LINE SOS CACH AC HILAU 300ML;3;49,35;0;0;
T;23888;COND H FLY OL DE RICINO 275ML ;3;37,56;0;0;
T;23884;ATIVADOR CACHOS SALON LINE SOS HIAL 300ML ;3;43,05;0;0;
F;14488;ESPUM CHUVA DE PRATA BRANCA 2L ;3;194,97;-0,01;-0,03;
T;16171;CERV COLORADO LAGER ONE WAY 600ML ;3;31,47;-4,81;-1,51;
T;18300;VIEIRA LIMPA VAC PREMIUM FRESCATTO 200G ;3;189,97;-24,14;-45,86;
F;12473;TORTA MORANGO;2,91;130,77;45,65;59,69;
F;13153;MOUSSE LIM√O KG;2,86;134,41;47,1;63,31;
T;24973;QUEIJO AZUL SAO VICENTE KG ;2,79;223,28;24,98;55,78;
F;12771;ALHO PORO ;2,73;120,08;40,15;48,21;
F;13605;PAO DE HAMBURGUER C/GERGELIM KG;2,68;40,14;61,04;24,5;
F;19670;FAROFA DE BANANA ;2,57;17,98;42,78;7,69;
F;24996;MILHO VERDE REDINHA;2,57;15,42;26,55;4,09;
F;101917;LING MISTA FINA AURORA KG ;2,52;88,06;25,22;22,21;
F;15925;COUVE FLOR KG ;2,44;82,85;29,47;24,42;
F;12115;QUINDIM ;2,41;88,75;41,01;36,39;
T;14409;PEITO DE FRANGO SEARA C/OP KG;2,4;30,17;-1,1;-0,33;
T;16257;ALCATRA BOV JK ;2,3;96,49;15,48;14,93;
F;12506;BROCOLIS COMUM KG ;2,22;60,97;9,66;5,89;
F;24400;PIMENTAO VERDE REDINHA KG;2,21;19,44;1,35;0,26;
T;16902;BIFE DE CHORIZO KG ;2,2;131,85;57,49;75,8;
F;10973;ALCATRA KG BIFE ESPECIAL;2,14;106,9;59,2;63,28;
F;24396;PIMENTA BIQUINHO KG ;2,1;132,26;40,32;53,32;
F;115607;MILHO VERDE KG;2,1;41,94;26,52;11,12;
F;19810;MANGA PALMER FATIADA KG;2,09;20,88;70;14,62;
F;13948;ENVELOPE FORONI UN ;2;1,18;81,09;0,96;
T;16058;BACIA PLASTICA FORMPLAST PRETA 30L ;2;99,98;77,38;77,36;
F;14125;ESPETO MOR ACO SIMPLES 85CM ;2;43,98;76,59;33,68;
T;16362;MEL DOCE MEL UN ;2;0,98;75,51;0,74;
F;15794;OVO BRANCO C/12 ;2;20,98;75,31;15,8;
F;10805;LAPIS PR LEO&LEO VD C/BOR ;2;1,98;68,41;1,35;
T;15654;GARRAFA TERMICA MOR USE VERMELHA 1.0L ;2;55,8;67,61;37,73;
T;116168;BOLA FUT UN ;2;139,98;67,41;94,36;
F;21046;SUCO 400ML GOIABA;2;15,98;65,61;10,48;
T;15657;GARRAFA TERMICA INDIE 500ML VERMELHA ;2;51,8;63,16;32,72;
T;18117;POTE RETANGULAR VOLARE 820 ML ;2;25,78;63,09;16,26;
T;21813;SAB LIQ DOVE BABY HID GLICERIN REF 180ML ;2;29,98;60,31;18,08;
F;21757;BORRACHA BRANCA 40 LEO & LEO ;2;1,5;55,66;0,83;
F;18132;CAIXA ORGANIZADORA 20L ;2;111,58;54,18;60,45;
F;21763;LAPIS GRAF HB VERDE SEXT S/BORR 4525 LEO ;2;1,98;53,97;1,07;
F;24665;PAO C/ BANANA;2;12,98;53,93;7;
F;24593;ABRIDOR DE LATA E GARRAFA MONIZ ;2;9,98;53,47;5,34;
F;23810;PALITO P UNHAS BASIC UN ;2;0,98;53,06;0,52;
T;24620;CARREGADOR USB PARA CELULAR CARGA RAPIDA 8.1A ;2;63,98;51,77;33,13;
T;24449;CESTO TELADO 8L ;2;25,98;51,77;13,45;
T;25716;AMAC UAU ACONCHEGO AZUL 2L ;2;35,48;51,51;18,28;
F;24421;JOGO AMERICANO MARFIM 38CM ;2;59,98;51,41;30,84;
T;11608;PIMENTA CALABRESA MESA FARTA 25GR ;2;5,98;51,29;3,07;
F;24628;CARREGADOR DE CELULAR DUAL-USB ;2;87,98;51,14;44,99;
T;11353;ESCOVA CABELO JOY CONDOR CAB MOLHADOS ;2;32,98;51,04;16,83;
T;16063;CESTO DE LIXO MERCONPLAS GRANDE ;2;23,98;50,79;12,18;
F;24438;PLACA DEC FRASES 15X20 ;2;43,98;50,48;22,2;
T;24452;TELA PROTETORA P ALIMENTOS 30CM ;2;67,98;50,46;34,3;
T;102197;SHA SEDA BOMB NUTR 325ML ;2;19,98;50,25;10,04;
T;25974;BOLA DE VOLEIBOL VOLLEYBALLS ;2;119,98;50;60;
T;12900;PIZZA CASEIRA GRANDE UN;2;33,98;49,05;16,67;
F;24589;COLHER DE INOX 4 PCS ;2;27,98;48,59;13,59;
T;20941;SAND IPANEMA CLASSICA BCO/BCO ;2;31,98;48,41;15,48;
F;20310;SAND IPANEMA CLASS CZA/PTA ;2;31,98;48,41;15,48;
F;20315;SAND IPANEMA CLASSICA FEM VRM/VRM ;2;31,98;48,41;15,48;
T;24585;PORTA ESCOVA P VIAGEM PLASUTIL ;2;21,98;48,22;10,6;
T;24474;JARRA C COPO BANDEIRANTE 2,650L ;2;59,98;48,08;28,84;
F;20744;GRAFITE BIC 0,7 SHIMMERS UN ;2;4,98;47,99;2,39;
T;24940;VELA PREMIUM IBRINK ROSE N∞ 1;2;13,98;47,97;6,71;
T;24930;VELA PREMIUM IBRINK PRETA N∞ 1;2;13,98;47,97;6,71;
F;24945;VELA PREMIUM IBRINK ROSE N∞ 6;2;13,98;47,97;6,71;
T;24889;VELA PREMIUM IBRINK N∞ AZUL 6;2;13,98;47,97;6,71;
T;24951;VELA PREMIUM IBRINK VERM N∞ 2;2;13,98;47,97;6,71;
T;24935;VELA PREMIUM IBRINK PRETA N∞ 6;2;13,98;47,97;6,71;
T;24950;VELA PREMIUM IBRINK VERM N∞ 1;2;13,98;47,97;6,71;
F;24957;VELA PREMIUM IBRINK VERM N∞ 8;2;13,98;47,97;6,71;
T;24941;VELA PREMIUM IBRINK ROSE N∞ 2;2;13,98;47,97;6,71;
T;24578;DS ESTOJO MULTIUSO PLASUTIL ;2;23,98;47,83;11,47;
F;24614;PRATO QDO GDE VERMELHO P FESTA C 10UN ;2;43,98;47,42;20,85;
T;24529;TAPETE DE TECIDO 50X70CM ;2;95,98;47,33;45,43;
F;24523;PASSADEIRA DE MALHA C FRANJA 59X39CM ;2;45,98;47,33;21,76;
T;24492;FERVEDOR S TAMPA MTA 16CM 2,5L ;2;157,98;46,83;73,98;
F;24524;TAPETE 40X60CM 06441 ;2;131,98;46,74;61,69;
F;24543;CONCHA DE SILICONE EURO VERM ;2;57,98;46,74;27,1;
F;24537;FRIGIDEIRA A AD MTA FRANCESA 24CM ;2;123,98;46,51;57,66;
T;24582;GANCHO ADESIVO PLASTICO 4PCS WINCY ;2;27,98;46,45;13;
T;24598;ABRIDOR COM SACA ROLHAS ZEIN ;2;53,98;46,37;25,03;
T;24464;CANECA CAPPUCCINO UZPLUS 400ML ;2;17,98;46,33;8,33;
T;24535;PANELA FLORA WOK GRAFITE MTA 4,3L ;2;205,98;46,2;95,16;
F;25173;SAL GROSSO DONNA NONNA 1KG;2;4,98;46,1;2,3;
T;24571;PENEIRA INOX 32CM X17 5CM ZEIN ;2;55,98;46,01;25,75;
F;24490;PANELA A AD MTA 20CM 2,4L ;2;205,98;45,73;94,2;
T;24610;BALAO PIC PIC RS FORTE RED C 50UN ;2;39,98;45,4;18,15;
T;24612;BALAO PIC PIC LARANJA RED C 50UN ;2;39,98;45,4;18,15;
F;24964;BANDEJA ARISTO ;2;14,98;45,36;6,79;
T;24866;GUARDA CHUVA ALENTINO GOLF S2 ;2;63,98;45,29;28,98;
T;10880;VELA BIG IBRINK ROSA N 3 ;2;9,98;44,86;4,48;
T;24484;GARRAFA AVULSA SPORT SANREMO 500ML ;2;57,98;44,42;25,75;
T;15070;BALAO N 8 IBRINK ROSA CLARO ;2;17,98;44,14;7,94;
T;15069;BALAO N 8 IBRINK PRETO ;2;17,98;44,14;7,94;
T;117615;COND SEDA BAB+OLEOS 325G ;2;27,98;43,6;12,2;
F;25488;BALDE GRANDE REF 6615 13LTS ;2;43,98;43,04;18,93;
T;24177;CADERNO C.F 1/4 96FLS ESP. CREDEAL ;2;11,98;42,77;5,12;
T;20006;BALA YOGURTE 70G ;2;4,98;42,7;2,13;
F;19156;CENTO DE BRIGADEIRO ;2;89,98;42,23;38;
T;100927;CORANTE ARCOLOR AZL 10ML ;2;5,98;42,19;2,52;
F;22530;PLUG MACHO TRAM 2P 10A ;2;7,98;42,13;3,36;
F;105671;PINCEL PILOT P/QUADRO BCO AZL ;2;25,98;41,96;10,9;
F;25333;CORANTE P/BOLO AMARELO 12G;2;7,98;41,75;3,33;
T;24179;CADERNO C.D 1/4 200FLS ESP. PERFORMANCE ;2;29,98;41,75;12,52;
F;17379;NOTEFIX NFX7 RS 100F 76X102MM ;2;11,98;41,26;4,94;
F;19030;MOLHO PIM MANAOS TUCUPI C/MURUPI 250ML;2;10,58;40,71;4,31;
F;17375;NOTEFIX NFX3 PEQ 100F 4BL 38X50MM 4PC ;2;11,98;40,71;4,88;
T;17766;PEGADOR CARNE INOX TRAMONTINA ;2;79,98;40,7;32,55;
T;24818;TIGELA DURALEX PLUS ASTRAL 5LT ;2;45,98;40,58;18,66;
T;18121;VASO REDONDO FLORATTA NR 33 ;2;44,18;40,48;17,89;
T;22059;ESCOVA PARA CABELO BELLE VAZADA ;2;15,98;40,48;6,47;
F;11211;PRATO DURALEX DE SOBREMESA  ASTRAL ;2;14,98;40,35;6,04;
F;25165;MASC KERABR GOLD SUPER LISO 500G ;2;41,98;40,34;16,93;
F;23832;ESM IMP NOITE GALA CR SMOKING ;2;8,98;40,31;3,62;
T;108334;CAD FORONI JUMP 12MAT ;2;62,98;40,24;25,34;
F;25164;KIT KERABR ESCOVA PERF SH1L+CD300ML ;2;75,98;40,23;30,56;
F;104077;PRATO DURALEX FUNDO OCEANO UN ;2;17,98;40,23;7,23;
F;24324;BOWL PLASUTIL ROXO BCO 520ML ;2;15,98;40,21;6,43;
F;25136;AFIADOR DE FACAS PREMIUM SL0365 ;2;47,98;40,09;19,24;
T;25176;GARRAFA ALADDIN MA.1,8L ;2;125,98;40,04;50,44;
T;24280;EXTENSAO DANEVA SORT PP 0,75 3M PT.3 ;2;57,98;39,98;23,18;
T;119851;MARCA DE TEXTO PILOT AZL ;2;7,98;39,93;3,19;
F;105648;MARCA DE TEX PILOT VDE LUMI COL ;2;7,98;39,93;3,19;
F;26224;CARRINHO HOT WHEELS BAS.C4982 ;2;29,98;39,91;11,96;
F;24180;CADERNO DESENHO JANDAIA G S/SEDA 48FLS ;2;12,98;39,73;5,16;
T;24302;VASO RED PT LUMAR 3 7L N 22 ;2;15,98;39,64;6,33;
T;21097;ESPELHO BUDEPLAST N16 ;2;19,98;39,59;7,91;
T;11084;PINCEL ARTISTICO CONDOR 456 N∫02 ;2;5,98;39,59;2,37;
F;23796;KIT PENTE/PINCEL MB ;2;27,98;39,53;11,06;
T;109740;BALOES REGINA AZL ESC TAM 6.5 ;2;17,98;39,43;7,09;
T;109744;BALOES REGINA AMA TAM 6.5 ;2;17,98;39,43;7,09;
F;24366;ORGANIZA MULTIUSO 350ML ;2;11,98;39,24;4,7;
F;21539;OLEO CAP PLENS KERATINA 80ML ;2;13,98;39,2;5,48;
T;21275;PEDIGREE FILHOTE RACAS PEQUENAS 3KG ;2;179,98;39,05;70,28;
F;23233;AGUA OXIG YAMA 10VOL 100ML ;2;6,98;38,97;2,72;
F;24010;AP DESC SIMPLY VENUS C 2UN ;2;33,98;38,96;13,24;
F;121946;COND PALMOLIVE DETOX ENE 350ML ;2;23,18;38,91;9,02;
F;10912;VELA MAGIC IBRINK OURO N 5 ;2;9,98;38,85;3,88;
F;10932;VELA MAGIC IBRINK VERM N 5 ;2;9,98;38,85;3,88;
T;10930;VELA MAGIC IBRINK VERM N 3 ;2;9,98;38,85;3,88;
F;10900;VELA MAGIC IBRINK AZUL N 3 ;2;9,98;38,85;3,88;
F;121085;MOLHO PIM MANAOS TUCUPI C/MURUPI 150ML;2;7,98;38,54;3,08;
T;105374;SAND HAVAIANAS COLOR AZL NAVAL 27/28 ;2;29,98;38,4;11,51;
T;121549;CONJ POTES JAGUAR SAO PAULO C/3PCS ;2;27,98;38,34;10,73;
T;10870;VELA BIG IBRINK BRANCA N 4 ;2;7,78;38,14;2,97;
T;16588;SOMBRINHA P/CRIANCA BELA FABRICIA ;2;29,98;38,02;11,4;
F;102098;SAB TURMA DA XUXINHA SUAVE 80G ;2;7,98;37,8;3,02;
T;103154;CR PENT SEDA OLE HIDR 300ML ;2;22,98;37,77;8,68;
T;23352;POM MOD MURIEL STHAIR DESIGNER 120G ;2;37,98;37,76;14,34;
T;10966;VELA SUPER IBRINK ROSA N 3 ;2;5,98;37,57;2,25;
T;10946;VELA SUPER IBRINK AZUL N 4 ;2;5,98;37,57;2,25;
T;26062;GEL GLIT INF HELLO KITTY 180G ;2;39,98;37,57;15,02;
T;19729;DESINF AERO LYSOL PUREZA DO ALGOD 360ML ;2;35,98;37,55;13,51;
T;21070;BISC AMORI RECH MORANGO 40G ;2;2,58;37,5;0,97;
